id,label,text,subject,speaker,speaker_job,state,party,barely_true_count,false_count,half_true_count,mostly_true_count,pants_fire_count,context,source,sensational_score,hedging_score,sentiment_compound
5260.json,false,This president went before the United Nations and castigated Israel for building settlements. He said nothing about thousands of rockets being rained in on Israel from the Gaza Strip.,"israel,terrorism",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"a debate in Jacksonville, Fla.",LIAR,0.0,0.0,0.4215
1837.json,true,"The president has added close to 68,000 troops in the last year, since he came into office, not just the 30,000 you hear, but the others that were added before that.","afghanistan,foreign-policy,military,abc-news-week",colin-powell,,,republican,0.0,0.0,1.0,0.0,0.0,"an interview on ABC News' ""This Week""",LIAR,0.0,0.0,0.0
6335.json,false,"President Obama was saying success is the result of government, not hard-working people, when he said, If youve got a business, you didnt build that. Somebody else made that happen.",economy,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,an introduction to a web video,LIAR,0.0,0.0,0.5719
7021.json,half-true,"Says New Jersey lost private-sector jobs between 2000 and 2009 because Democrats increased taxes, fees, regulations and state spending.",jobs,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a campaign event in New Hampshire,LIAR,0.0,0.0,-0.0516
11353.json,barely-true,The tax policies of George W. Bush created a dynamic effect of high growth.,"economy,taxes",jeb-bush,,Florida,republican,17.0,5.0,17.0,24.0,2.0,"an interview on ""Fox News Sunday""",LIAR,0.0,0.0,0.7351
13466.json,true,Newt Gingrich has been a proponent of selecting a president by popular vote instead of the Electoral College.,elections,various-media-reports,reporting,Georgia,none,0.0,0.0,0.0,0.0,0.0,news media reports,LIAR,0.0,0.0,0.4215
4704.json,barely-true,"Says that we brought CHI Manufacturing, that had business in China, back to Texas.","economy,job-accomplishments,jobs",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,the Blooomberg/Washington Post Republican presidential debate.,LIAR,0.05,0.0,0.0
2463.json,false,A $300 million stimulus allocation to Wisconsin has led to the creation of tens of thousands of jobs in every corner of this state.,"job-accomplishments,stimulus",tom-nelson,,Wisconsin,democrat,0.0,1.0,1.0,0.0,0.0,a radio interview,LIAR,0.0,0.0,0.2732
4103.json,mostly-true,"Says for the first time in the history of the United States, the government cut taxes during wartime","afghanistan,bush-administration,corrections-and-updates,iraq,taxes",cory-booker,U.S. senator,New Jersey,democrat,0.0,4.0,2.0,8.0,0.0,an interview on NPR’s “Tell Me More” with Michel Martin,LIAR,0.0,0.0,0.1779
12164.json,false,"It was (Rob Portmans) job to stop Chinas illegal dumping of steel. He failed, looked the other way, did nothing.","china,trade",ted-strickland,Former Ohio governor,Ohio,democrat,2.0,6.0,7.0,4.0,1.0,"campaign ad, ""Beltway Rob""",LIAR,0.0,0.0,-0.9325
11695.json,barely-true,Says President Barack Obamas homeland security budget had $16 million to fight climate change but didnt have a line item to fight violent extremism.,"climate-change,federal-budget,homeland-security,terrorism",sean-duffy,Member of the U.S. House,Wisconsin,republican,5.0,1.0,6.0,1.0,2.0,an interview,LIAR,0.0,0.0,-0.8705
4590.json,mostly-true,Massachusetts has less than 1 percent of our kids that are uninsured. You (Gov. Perry) have a million kids uninsured in Texas.,"health-care,new-hampshire-2012,states",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"a Republican presidential debate in Hanover, N.H.",LIAR,0.0,0.0,0.0
3859.json,barely-true,"Every time you buy an airline ticket, the federal government runs a background check on you.","homeland-security,terrorism,transportation",don-zimmerman,Computer systems,Texas,republican,2.0,0.0,0.0,1.0,0.0,a press release.,LIAR,0.0,0.0,0.0
5062.json,half-true,Rick Santorum reformed welfare.,welfare,rick-santorum,,Pennsylvania,republican,12.0,16.0,13.0,7.0,5.0,a video ad,LIAR,0.0,0.0,0.0
6424.json,mostly-true,Aaron Bean voted to give illegal immigrants in-state tuition.,immigration,floridians-ethics-and-truth-politics,,Florida,republican,0.0,1.0,0.0,1.0,0.0,a campaign commercial,LIAR,0.0,0.0,-0.5574
13135.json,barely-true,The only years that anybodys ever seen of Donald Trumps tax returns showed he didnt pay any federal income tax.,"candidates-biography,history,income,campaign-advertising,taxes,wealth",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a Presidential debate,LIAR,0.0,0.0,0.0762
5605.json,mostly-true,Says New Jersey has the most educated population of all the states in this country.,education,sheila-oliver,Assemblywoman,New Jersey,democrat,0.0,1.0,1.0,3.0,0.0,a speech at Rider University,LIAR,0.0,0.0,0.0
6989.json,mostly-true,Says Mitt Romney just gave a speech a few weeks ago and said we should still have troops in Iraq.,"debates,iraq,military",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,the third presidential debate,LIAR,0.0,0.0,0.0
320.json,true,"Romney used to favor gun control, and said he didn't want to go back to Reagan-Bush.",guns,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,an ad on the Internet,LIAR,0.0,0.0,0.0201
8529.json,true,A million people could get health insurance right away if Texas expanded Medicaid under Obamacare.,"health-care,medicaid",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,remarks at a Dallas synagogue,LIAR,0.0,0.0,0.0
7625.json,mostly-true,Pasco County has the second highest population of homeless in all of Florida.,housing,brian-anderson,Homeless advocate,Florida,none,0.0,0.0,0.0,1.0,0.0,a Senate Rules Committee meeting,LIAR,0.0,0.0,0.0
9098.json,barely-true,Floridas revenue is growing at a faster rate than almost any state in the country.,"economy,taxes",jeb-bush,,Florida,republican,17.0,5.0,17.0,24.0,2.0,public remarks,LIAR,0.0,0.0,0.1779
12290.json,mostly-true,"Over the past two years, Florida has cut more than $1 billion in taxes.",taxes,rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a press release,LIAR,0.0,0.0,-0.2732
1854.json,false,"Says EPA regulation of greenhouse gases will endanger 575 Texas dairy facilities, 58 swine operations, 1,300 corn farms and 28,000 beef cattle operations.","energy,environment",todd-staples,state agriculture commissioner,Texas,republican,0.0,1.0,4.0,3.0,1.0,a campaign Web post,LIAR,0.05,0.0,0.0
5443.json,false,The biggest contribution behind a decrease in U.S. unemployment was 1.2 million people leaving the workforce,"economy,jobs",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,a radio interview,LIAR,0.0,0.0,-0.4404
13241.json,half-true,Donald Trump has said nuclear proliferation is OK.,nuclear,mark-warner,U.S. Senator,Virginia,democrat,3.0,1.0,6.0,3.0,0.0,a TV interview.,LIAR,0.0,0.0,0.0
1118.json,true,A loophole still exists which allows members of Congress and high-powered executive branch appointees to exploit 'insider' knowledge of the financial industry in order to turn personal profit.,crime,public-citizen,,,none,0.0,0.0,0.0,0.0,0.0,an email to supporters,LIAR,0.0,0.0,0.3612
7853.json,false,On restoring voting rights to non-violent felons.,"criminal-justice,elections",ken-cuccinelli,Attorney General,Virginia,republican,1.0,10.0,3.0,2.0,1.0,news conference.,LIAR,0.0,0.0,0.296
4744.json,true,Says Mitt Romney has flip-flopped on abortion rights.,abortion,rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,an interview,LIAR,0.0,0.0,0.0
12740.json,false,Says Hillary Clinton wants to essentially abolish the Second Amendment.,guns,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech at the Republican national convention,LIAR,0.0,0.0,0.0
4299.json,pants-fire,Says a Senate resolution would restore $140 in monthly general assistance payments and prevent people from committing crime.,"crime,poverty,state-budget",sandra-cunningham,State Senator,New Jersey,democrat,0.0,0.0,0.0,0.0,1.0,a speech on the State Senate floor,LIAR,0.0,0.0,-0.2263
12594.json,half-true,"Right now, our corrections department charges taxpayers between $30,000 and $40,000 a year per person we lock up, she said. Thats actually cheap when you compare us to the rest of the country.",criminal-justice,rebecca-kleefisch,Candidate for lieutenant governor,Wisconsin,republican,1.0,3.0,4.0,0.0,1.0,a radio interview,LIAR,0.0,0.0,-0.2732
10383.json,true,Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgias advantage in landing the companys USA corporate headquarters.,"economy,jobs",mark-drewniak,Spokesman for N.J. Governor Chris Christie,New Jersey,republican,0.0,0.0,0.0,0.0,0.0,in a press interview,LIAR,0.05,0.0,0.25
286.json,half-true,"Congress just passed another huge, pork-filled spending bill. The Democrats allowed less than a day to read all 3,400 pages and stuffed it with nearly 10,000 earmarks costing about $10-billion dollars.",federal-budget,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"a speech to the Americans for Prosperity Michigan summit in Livonia, Mich.",LIAR,0.0,0.0,0.3182
1467.json,true,The law is very clear! 'The monies recouped from the TARP shall be paid into the general fund of the treasury for the reduction of the public debt.',economy,judd-gregg,U.S. Senator,,republican,0.0,0.0,0.0,1.0,0.0,a Senate budget hearing,LIAR,0.13,0.0,0.358
212.json,true,"Romney said ""'No' to in-state tuition"" for illegal immigrants.",immigration,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a TV ad,LIAR,0.0,0.0,-0.5574
5542.json,pants-fire,President Barack Obama is ending Medicare as we know it.,"health-care,medicare",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a campaign memo,LIAR,0.0,0.0,0.0
4041.json,true,Creeping defense commitments in (the Middle East) and globally now consume over half the U.S. discretionary budget annually.,"federal-budget,military",marcy-kaptur,Representative from Ohio's Ninth Congressional District,Ohio,democrat,0.0,2.0,4.0,4.0,0.0,a speech in the House of Representatives,LIAR,0.0,0.0,0.25
9106.json,barely-true,We have been teaching these (Common Core) standards in Florida schools since 2010.,education,janet-adkins,state representative,Florida,republican,1.0,0.0,1.0,1.0,0.0,a Florida House subcommittee meeting,LIAR,0.0,0.0,0.0
2659.json,barely-true,Fiorinas plan would mean slashing Social Security and Medicare.,"federal-budget,medicare,social-security",barbara-boxer,U.S. Senator,California,democrat,2.0,0.0,3.0,4.0,1.0,a campaign ad,LIAR,0.0,0.0,0.0772
1836.json,barely-true,"Mexican government officials hand out brochures showing individuals how they can avoid our Border Patrol, how they can get into our country.",immigration,lamar-smith,Congressman,Texas,republican,2.0,5.0,1.0,3.0,0.0,an interview with the Fox News Network,LIAR,0.0,0.0,0.25
11945.json,half-true,Its highly unusual to have a Supreme Court confirmation in a presidential election year. The last one was 1940.,"history,supreme-court,voting-record",bob-goodlatte,U.S. Congressman,Virginia,republican,0.0,1.0,4.0,3.0,0.0,a TV interview.,LIAR,0.0,0.0,0.5574
10684.json,true,Says he paid one dollar for a sweater at Kohls.,candidates-biography,scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a speech,LIAR,0.0,0.0,0.0
6585.json,half-true,Says the United States has the worlds greatest health care system.,health-care,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,the keynote address at the Republican National Convention,LIAR,0.0,0.0,0.8807
3999.json,barely-true,"Says President Barack Obama promised he would cut the deficit in half, but instead will at least double it.","deficit,federal-budget,new-hampshire-2012",tim-pawlenty,,,republican,2.0,3.0,3.0,6.0,1.0,an interview WKXL-AM.,LIAR,0.0,0.0,-0.1655
10151.json,mostly-true,"Says the 1956 Republican Party platform supported equal pay, the minimum wage, asylum for refugees, protections for unions and more.","immigration,poverty,social-security,unions,women,workers",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a meme on social media,LIAR,0.0,0.0,0.5574
8842.json,false,On sharing power with Republicans,states,virginia-senate-democratic-caucus,,Virginia,democrat,0.0,0.0,0.0,0.0,0.0,a floor debate.,LIAR,0.0,0.0,0.4215
3140.json,barely-true,"In September, the Department of Business and Consumer Services enacted a sudden 39% workers compensation premium assessment by rule with little notice to the public.","labor,workers",oregon-senate-republicans,,Oregon,republican,1.0,0.0,0.0,1.0,0.0,a press release,LIAR,0.0,0.0,0.0
1743.json,true,By registration fewer than 20 percent of Florida voters are Independents.,elections,marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,a campaign memo.,LIAR,0.0,0.0,0.0
5413.json,barely-true,The national unemployment rate has been above 8 percent for a record 36 months.,"job-accomplishments,jobs",reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2.0,12.0,8.0,3.0,1.0,an op-ed piece,LIAR,0.0,0.0,-0.4404
2037.json,mostly-true,Forty percent of the undocumented workers in this country entered the U.S. legally and overstayed their visa.,"immigration,legal-issues,abc-news-week",luis-gutierrez,U.S. House of Representatives,Illinois,democrat,0.0,0.0,2.0,3.0,0.0,an interview on ABC's 'This Week',LIAR,0.0,0.0,0.1027
7219.json,half-true,Says last year the graduation rate for our combined six-district footprint jumped 5.5 percent.,education,sam-adams,Mayor of Portland,Oregon,democrat,3.0,2.0,5.0,2.0,0.0,a term review document.,LIAR,0.0,0.0,0.0
8522.json,mostly-true,The University of Texas is starting the first medical school at a major Tier One university in the last 50 years.,"education,health-care,public-health",steve-leslie,Assistant to University of Texas president,Texas,none,0.0,0.0,0.0,1.0,0.0,remarks at an Austin town hall about the Dell Medical School,LIAR,0.0,0.0,0.0
4256.json,mostly-true,"Were only spending 2 percent of our GDP on our infrastructure, while China and India are spending 10 percent of their GDP reinvesting back into their country.",infrastructure,tim-ryan,U.S. representative ,Ohio,democrat,0.0,0.0,0.0,5.0,1.0,a House of Representatives floor speech,LIAR,0.1,0.0,0.0
8816.json,true,"The national economic recovery has led to higher than expected tax revenues and projected budget surpluses in nearly every state in the nation, including Wisconsin.","state-budget,state-finances,states",state-democratic-party-wisconsin,,Wisconsin,democrat,5.0,7.0,2.0,2.0,7.0,a news release,LIAR,0.0,0.0,0.0
5790.json,half-true,"At the same time gas prices have increased, the share of the oil market controlled by speculators has more than doubled over the past 10 years.","energy,financial-regulation,gas-prices",bill-nelson,,Florida,democrat,3.0,1.0,8.0,10.0,0.0,an op-ed in POLITICO,LIAR,0.0,0.0,0.5106
5035.json,half-true,Says Newt Gingrich supports amnesty for illegal immigrants.,"immigration,message-machine-2012",restore-our-future,super PAC,,republican,1.0,0.0,3.0,1.0,2.0,a TV ad airing in Iowa and Florida,LIAR,0.0,0.0,-0.2732
5294.json,true,One out of every three automobile fatalities can be attributed to alcohol.,"Alcohol,drugs",nathan-deal,,,republican,9.0,5.0,11.0,11.0,0.0,a television commercial,LIAR,0.0,0.0,-0.5994
7406.json,false,Says Austin is the largest city in the U.S. without nonstop flights to Europe.,transportation,pete-winstead,,,none,0.0,1.0,0.0,0.0,0.0,a KUT-FM news story,LIAR,0.0,0.0,0.0
10621.json,mostly-true,"Every day, a black name resume is 50 percent less likely to get responded to than a white nameresume.","corrections-and-updates,diversity,jobs",jalen-ross,,,none,0.0,0.0,0.0,1.0,0.0,"comments on CNN's ""State of the Union""",LIAR,0.0,0.0,0.0
2587.json,pants-fire,"Says Steve Kagen promised us jobs, voting for the $787 billion stimulus. Cost: another 77,000 jobs lost.","jobs,message-machine,stimulus",national-republican-congressional-committee,,,republican,18.0,9.0,8.0,5.0,8.0,a campaign TV ad,LIAR,0.0,0.0,0.0516
2635.json,false,Says the Annies List political group supports third-trimester abortions on demand.,abortion,dwayne-bohac,State representative,Texas,republican,0.0,1.0,0.0,0.0,0.0,a mailer,LIAR,0.0,0.0,0.25
2527.json,mostly-true,"Says Roy Blunt secretly inserts language to benefit tobacco giant Philip Morris into a national security bill while Blunts girlfriend and son are lobbyists for the cigarette company, and just days earlier, 26 Philip Morris executives wrote checks to Blunt totaling $23,000.","campaign-finance,homeland-security,message-machine",commonsense-ten,,,democrat,0.0,0.0,0.0,1.0,0.0,a TV ad,LIAR,0.15,0.0,0.6597
4278.json,false,Virginia has a responsibility to fund 55 percent of public education and is payingjust 41 percent.,"education,state-budget",ken-plum,State delegate,Virginia,democrat,0.0,1.0,0.0,1.0,0.0,a newspaper column.,LIAR,0.0,0.0,0.0
7942.json,pants-fire,"Says Florida didnt offer special incentives to Deutsche Bank, which announced it will add 300 jobs in Florida.","economy,jobs",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a TV interview,LIAR,0.0,0.0,-0.4973
1686.json,half-true,"Marco Rubio was ""subpoenaed.""",candidates-biography,charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,in a TV ad.,LIAR,0.0,0.0,0.0
3615.json,half-true,"According to David Cay Johnston, the average American pays about 22 percent of their income to federal taxes. The richest 400 Americans pay about 16 percent of their income to federal taxes.","pundits,taxes",chris-hayes,"Host, All In",,none,0.0,0.0,1.0,0.0,0.0,"an interview on MSNBC's ""The Rachel Maddow Show""",LIAR,0.0,0.0,0.4588
9953.json,mostly-true,The FBI is involved in an investigation about people in the Rio Grande Valley who are using cocaine to buy votes.,"crime,drugs,elections",greg-abbott,governor,Texas,republican,11.0,3.0,8.0,6.0,5.0,a debate in the Rio Grande Valley.,LIAR,0.05,0.0,0.0
5694.json,half-true,"Says his reform efforts improved performance at all 10 low-performing schools in Palm Beach, Florida.","city-budget,education,florida",jeffrey-hernandez,"Chief Executive Officer, National Academic Educational Partners",,newsmaker,0.0,0.0,1.0,0.0,0.0,a letter to the Providence School District.,LIAR,0.0,0.0,0.4767
8571.json,half-true,Says Senate Minority Leader Mitch McConnell has blocked the Senate over 400 times.,congressional-rules,alison-lundergan-grimes,Secretary of State,Kentucky,democrat,2.0,2.0,3.0,1.0,0.0,a campaign ad,LIAR,0.0,0.0,-0.2732
3812.json,barely-true,Says Rick Perry is the guy that tracked down Democratic legislators who fled Texas in 2003.,"bipartisanship,candidates-biography,elections,pundits,redistricting",rush-limbaugh,Radio host,,none,9.0,11.0,5.0,2.0,10.0,his radio program.,LIAR,0.0,0.0,0.0
9370.json,false,"For every one job created under the Obama administration, 75 people went on food stamps.","economy,hunger,jobs,poverty",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a meme on social media,LIAR,0.0,0.0,0.25
10387.json,pants-fire,"There are actual cities like Birmingham, England, that are totally Muslim where non-Muslims just simply dont go in.",religion,steven-emerson,Executive director of The Investigative Project on Terrorism,"Washington, D.C.",none,0.0,0.0,0.0,0.0,1.0,an interview on Fox News,LIAR,0.0,0.0,0.3612
10766.json,barely-true,The money the Clinton Foundation took from from foreign governments while Hillary Clinton was secretary of state is clearly illegal. The Constitution says you cant take this stuff.,foreign-policy,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,"comments on ABC's ""This Week""",LIAR,0.15,0.0,-0.2263
8762.json,half-true,"Sens. Isaksons, Chambliss Votes Against Unemployment Insurance Were Votes to Kill Nearly 6,000 Georgia Jobs.","federal-budget,jobs",americans-united-change,,,none,1.0,4.0,4.0,1.0,0.0,a press release,LIAR,0.0,0.0,-0.8225
7199.json,true,Individuals with mental illnesses die an average of 25 years earlier than those without a mental illness.,"health-care,medicaid",terry-russell,Executive director of the National Alliance on Mental Illness in Ohio,Ohio,none,0.0,0.0,0.0,0.0,0.0,in an interview,LIAR,0.0,0.0,-0.7043
13031.json,false,"In an interview with the Chicago TribunesEditorial Board, Comptroller Leslie Munger says that in order to balance a budget, the state would have to cut social services completely.","elections,state-budget",seiu-healthcare-illinois-indiana,,,organization,0.0,1.0,0.0,0.0,0.0,a YouTube video ,LIAR,0.0,0.0,-0.2732
4685.json,true,On using Gov. Scott Walkers collective-bargaining limits to help balance the city of Milwaukee budget,"city-budget,labor,state-finances",tom-barrett,Mayor of Milwaukee,Wisconsin,democrat,2.0,5.0,8.0,5.0,3.0,,LIAR,0.0,0.0,0.4019
7177.json,half-true,Says Massachusetts has three state-mandated student tests and Finland just one.,"corrections-and-updates,education,states",thomas-ratliff,Lobbyist,Texas,republican,0.0,0.0,1.0,0.0,0.0,an opinion column.,LIAR,0.0,0.0,0.0
8779.json,false,"In 1916, the U.S. government predicted that by the 1940s all paper would come from hemp and that no more trees would need to be cut down.","drugs,marijuana",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a graphic on the Internet,LIAR,0.0,0.0,-0.5106
10723.json,mostly-true,A $5-a-night hotel/motel tax thats part of the transportation bill will hurt Georgias convention business by adding extra costs for large groups coming to the state.,"taxes,tourism",michael-t-owens,"President, Tourism Leadership Council in Savannah",Georgia,none,0.0,0.0,0.0,1.0,0.0,a news report,LIAR,0.0,0.0,-0.5267
5992.json,false,In the state of Rhode Island 25 percent of our current physicians are graduates of for-profit medical schools.,"education,health-care,public-health",joseph-mcnamara,House member,Rhode Island,democrat,0.0,2.0,1.0,0.0,0.0,a House debate,LIAR,0.0,0.0,0.0
325.json,mostly-true,He told gay organizers in Massachusetts he would be a stronger advocate for special rights than even Ted Kennedy.,gays-and-lesbians,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,an automated call to voters,LIAR,0.0,0.0,0.6486
12171.json,pants-fire,"Im the only candidate in the Democratic primary, or actually on either side, who Wall Street financiers and hedge fund managers are actually running ads against.","elections,financial-regulation,campaign-advertising",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,comments on Meet the Press,LIAR,0.0,0.0,0.0
1709.json,half-true,On running for the U.S. Senate as an independent.,candidates-biography,charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,comments to the press.,LIAR,0.0,0.0,0.0
12889.json,mostly-true,Says Carlos Beruff supported (Charlie) Crist even after he switched parties.,candidates-biography,florida-first-project,,Florida,republican,0.0,0.0,0.0,1.0,0.0,a campaign ad,LIAR,0.0,0.0,0.6124
6154.json,half-true,Says U.S. Senate rival Tommy Thompson said he wants to do away with Medicare.,"federal-budget,health-care,medicare",tammy-baldwin,U.S. Representative,Wisconsin,democrat,5.0,5.0,7.0,4.0,0.0,a speech,LIAR,0.0,0.0,0.0
11316.json,barely-true,"One of the Planned Parenthood videos shows a fully formed fetus on the table, its heart beating, its legs kicking, while someone says, We have to keep it alive to harvest its brain.","abortion,debates",carly-fiorina,,California,republican,5.0,5.0,4.0,3.0,2.0,the CNN debate,LIAR,0.0,0.0,0.5859
1895.json,barely-true,"Of hospitals in Rick Scotts Columbia/HCA health care company, ""A top executive said they even turned away a poor man and left him to die outside their door.""","health-care,message-machine",florida-first-initiative,,Florida,none,1.0,1.0,0.0,0.0,0.0,a TV ad,LIAR,0.05,0.0,-0.4588
3854.json,barely-true,Planned Parenthood raked in more than $300 million in profits over the past four years.,abortion,marjorie-dannenfelser,,,newsmaker,1.0,0.0,0.0,0.0,0.0,a blog,LIAR,0.0,0.0,0.4404
12568.json,false,Says HillaryClintons immigration platform would create totally open borders.,immigration,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech,LIAR,0.0,0.0,0.2732
9903.json,barely-true,Says John Barrow voted with Obama 85 percent of the time.,voting-record,national-republican-congressional-committee,,,republican,18.0,9.0,8.0,5.0,8.0,a campaign ad,LIAR,0.0,0.0,0.0
11939.json,barely-true,"So far in 2015, there have been more mass shootings than days.",guns,gavin-newsom,California Lt. Governor,California,democrat,1.0,0.0,1.0,1.0,0.0,a campaign email,LIAR,0.0,0.0,0.0
3528.json,true,Says some [states] with the largest reductions in crime have also lowered their prison population.,"crime,criminal-justice,state-budget",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,an op-ed,LIAR,0.0,0.0,-0.8074
12406.json,pants-fire,Says Jacky Rosen has refused to tell us whether she supports Bernie Sanders or Hillary Clinton.,elections,national-republican-congressional-committee,,,republican,18.0,9.0,8.0,5.0,8.0,an automated call,LIAR,0.0,0.0,0.0772
9865.json,true,Miller Brewing is not a U.S. company any more. Neither is Anheuser-Busch.,"Alcohol,corporations,taxes",paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,a speech,LIAR,0.0,0.0,0.0
7232.json,true,"A far different picture from the prior eight years, which saw 115 increases in taxes and fees.",taxes,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a speech,LIAR,0.0,0.0,0.0
9831.json,true,Wisconsin is dead last in income growth among midwestern states during Gov. Scott Walkers term.,"economy,income,workers",blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,various blogs and Internet comments,LIAR,0.0,0.0,-0.4019
1190.json,false,"Every other democracy in the world has a health care system that covers everybody, and we don't.",health-care,howard-dean,Democratic National Committee chairman,Vermont,democrat,1.0,4.0,1.0,2.0,0.0,remarks on NBC's Meet the Press,LIAR,0.0,0.0,0.4939
11756.json,false,"Among Syrian refugees and migrants coming into Europe, there look like very few women. Very few children.","foreign-policy,immigration",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,the South Carolina presidential debate,LIAR,0.0,0.0,0.3612
3340.json,mostly-true,Says Rep. Paul Ryans budget roadmap doesnt balance the budget until the 2060s and adds an unthinkable $62 trillion to the national debt between now and then.,"deficit,federal-budget",matt-miller,Management consultant,California,none,0.0,0.0,0.0,1.0,0.0,a column in the Washington Post,LIAR,0.0,0.0,-0.3612
11929.json,mostly-true,Says Hillary Clinton wonhealth care for 8 million children.,"health-care,public-health",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a TV ad ,LIAR,0.0,0.0,0.4939
736.json,true,"Grateful insurance company executives and their lobbyists from Bermuda gave McCain $50,000.",taxes,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,in a television ad,LIAR,0.0,0.0,0.4588
6415.json,barely-true,"In June, jobless ranks were higher in nearly 90 percent of U.S. cities.","economy,jobs,message-machine-2012",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a campaign ad,LIAR,0.0,0.0,0.0
2828.json,false,Milwaukees problems include 52 percent black male unemployment.,"economy,jobs",marvin-pratt,Former Acting Mayor of Milwaukee,Wisconsin,none,0.0,1.0,0.0,0.0,0.0,a TV interview,LIAR,0.0,0.0,-0.6808
5845.json,barely-true,"The failed economic policies of President Barack Obama, the Democrats and the Federal Reserve are making gas prices higher while Americas economy is running on fumes.",gas-prices,eric-hovde,,,republican,2.0,3.0,3.0,0.0,0.0,a radio ad,LIAR,0.0,0.0,-0.5267
7612.json,half-true,"Says that even if his budget is adopted, private schools in the choice program would be getting about half the per-pupil funds that public schools receive","education,state-budget,taxes",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a news release,LIAR,0.0,0.0,0.0
10258.json,half-true,"Citing his efforts to secure the border, Obama said, Overall, the number of people trying to cross our border illegally is the lowest it has been since the 1970s.",immigration,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech,LIAR,0.0,0.0,0.0258
11671.json,pants-fire,"Says Marco Rubio said we should be considering internment of Muslims, and maybe we should close down cafes and diners where Muslims gather and in fact compared them to the Nazi party.","diversity,homeland-security,religion,terrorism",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7.0,9.0,8.0,15.0,3.0,an interview on CNN,LIAR,0.0,0.0,0.4019
6741.json,false,"Bill Nelson voted for a ban on millions of commonly owned firearms, which included many popular hunting and target rifles.",guns,national-rifle-association,,,none,3.0,5.0,1.0,5.0,3.0,on NRA ILA's website,LIAR,0.0,0.0,-0.2023
11100.json,half-true,"Although we have twice the population of Greece, the state of Florida employs three times fewer government employees.","economy,state-finances",jeff-atwater,State Senator,Florida,republican,0.0,1.0,1.0,1.0,0.0,an open letter to Floridians,LIAR,0.0,0.0,0.0
1267.json,barely-true,The Senate Finance Committee approved a reform proposal that has both Democratic and Republican support.,health-care,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,his weekly address,LIAR,0.0,0.0,0.6705
